ebook_id,story_name,line_start_in,line_end_ex
24593,fatimas_deliverance,1902,2166
24593,fatimas_deliverance,2185,2552
24593,little_muck,2648,3211
24593,little_muck,3214,3223
24593,the_false_prince,3254,3524
24593,the_false_prince,3527,3871
24714,how_night_came,166,274
24714,how_the_rabbit_lost_his_tail,283,369
24714,how_the_toad_got_his_bruises,378,477
24714,how_the_tiger_got_his_stripes,486,661
24714,why_the_lamb_is_meek,670,812
24714,why_the_tiger_and_the_stag_fear_each_other,823,936
24714,how_the_speckled_hen_got_her_speckles,947,1106
24714,how_the_monkey_became_a_trickster,1117,1172
24714,how_the_monkey_and_the_goat_earned_their_reputations,1183,1278
24714,how_the_monkey_got_a_drink_when_he_was_thirsty,1289,1389
24714,how_the_monkey_got_food_when_he_was_hungry,1400,1463
24714,why_the_bananas_belong_to_the_monkey,1474,1585
24714,how_the_monkey_escaped_being_eaten,1596,1701
24714,why_the_monkey_still_has_a_tail,1712,1812
24714,how_black_became_white,1821,1920
24714,how_the_pigeon_became_a_tame_bird,1931,2056
24714,why_the_sea_moans,2065,2353
24714,how_the_brazilian_beetles_got_their_gorgeous_coats,2364,2495
24737,far_away_and_long_ago,256,304
24737,the_building_of_the_wall,313,493
24737,iduna_and_her_apples,502,876
24737,sifs_golden_hair,885,1045
24737,how_brock_brought_judgement_on_loki,1054,1326
24737,how_freya_gained_her_necklace_and_how_her_loved_one_was_lost_to_her,1335,1519
24737,how_freya_won_gerda,1528,1809
24737,heimdall_and_little_hnossa,1818,1990
24737,the_all_fathers_forebodings_how_he_leaves_asgard,1999,2130
24737,odin_goes_to_mimirs_well,2143,2277
24737,odin_faces_an_evil_man,2286,2477
24737,odin_wins_for_men_the_magic_mead,2486,2730
24737,odin_tells_to_vidar_his_silent_son_the_secret_of_his_doings,2739,2794
24737,thor_and_loki_in_the_giants_city,2803,3177
24737,how_thor_and_loki_befooled_thrym_the_giant,3186,3414
24737,aegirs_feast,3423,3732
24737,the_dwarfs_hoard,3741,4109
24737,foreboding_in_asgard,4122,4195
24737,loki_the_betrayer,4204,4457
24737,loki_against_the_aesir,4466,4580
24737,the_valkyrie,4589,4705
24737,the_children_of_loki,4714,4866
24737,baldurs_doom,4875,5226
24737,lokis_punishment,5235,5332
24737,sigurds_youth,5345,5576
24737,the_sword_gram_and_the_dragon_fafnir,5585,5758
24737,the_dragons_blood,5767,5982
24737,the_story_of_sigmund_and_signy,5991,6249
24737,the_story_of_sigmund_and_sinfiotli,6258,6409
24737,the_story_of_the_vengeance_of_the_volsungs,6419,6568
24737,brynhild_in_the_house_of_flame,6577,6676
24737,sigurd_at_the_house_of_the_nibelungs,6685,6798
24737,how_brynhild_was_won_for_gunnar,6807,6919
24737,the_death_of_sigurd,6928,7058
24737,the_twilight_of_the_gods,7067,7232
24811,the_baby,288,330
24811,the_baby,334,340
24811,the_tooth_trall,358,415
24811,the_tooth_trall,419,493
24811,olafs_farm,504,590
24811,olafs_farm,594,784
24811,olafs_fight_with_havard,802,916
24811,olafs_fight_with_havard,921,929
24811,foes_fear,945,1016
24811,foes_fear,1019,1044
24811,harald_is_king,1053,1175
24811,harald_is_king,1179,1227
24811,haralds_battle,1243,1375
24811,haralds_battle,1378,1421
24811,gydas_saucy_message,1430,1466
24811,gydas_saucy_message,1470,1618
24811,the_sea_fight,1634,1754
24811,the_sea_fight,1757,1764
24811,king_haralds_wedding,1780,1825
24811,king_haralds_wedding,1829,1892
24811,king_harald_goes_west_over_seas,1903,1934
24811,king_harald_goes_west_over_seas,1938,1990
24811,homes_in_iceland,2011,2500
24811,homes_in_iceland,2504,2744
24811,homes_in_iceland,2747,2829
24811,eric_the_red,2851,2893
24811,eric_the_red,2896,2916
24811,eric_the_red,2920,3041
24811,eric_the_red,3044,3209
24811,leif_and_his_new_land,3223,3359
24811,leif_and_his_new_land,3363,3490
24811,wineland_the_good,3501,3798
24811,wineland_the_good,3802,3918
25502,beowulf,803,827
25502,beowulf,831,849
25502,beowulf,853,886
25502,beowulf,890,917
25502,beowulf,921,1030
25502,beowulf,1034,1144
25502,beowulf,1148,1199
25502,beowulf,1202,1249
25502,beowulf,1253,1404
25502,beowulf,1408,1486
25502,beowulf,1489,1504
25502,beowulf,1508,1599
25502,beowulf,1602,1702
25502,beowulf,1706,1744
25502,beowulf,1748,1773
25502,beowulf,1777,1852
25502,beowulf,1856,1910
25502,beowulf,1914,2022
25502,beowulf,2025,2058
25502,the_dream_of_maxen_wledig,2090,2117
25502,the_dream_of_maxen_wledig,2121,2147
25502,the_dream_of_maxen_wledig,2151,2169
25502,the_dream_of_maxen_wledig,2173,2227
25502,the_dream_of_maxen_wledig,2233,2265
25502,the_dream_of_maxen_wledig,2269,2286
25502,the_dream_of_maxen_wledig,2290,2308
25502,the_story_of_constantine_and_elene,2317,2328
25502,the_story_of_constantine_and_elene,2332,2350
25502,the_story_of_constantine_and_elene,2356,2363
25502,the_story_of_constantine_and_elene,2369,2379
25502,the_story_of_constantine_and_elene,2383,2386
25502,the_story_of_constantine_and_elene,2404,2423
25502,the_story_of_constantine_and_elene,2427,2438
25502,the_story_of_constantine_and_elene,2441,2451
25502,the_story_of_constantine_and_elene,2455,2469
25502,the_story_of_constantine_and_elene,2473,2482
25502,the_story_of_constantine_and_elene,2486,2496
25502,the_story_of_constantine_and_elene,2499,2515
25502,the_story_of_constantine_and_elene,2521,2534
25502,the_story_of_constantine_and_elene,2540,2562
25502,the_story_of_constantine_and_elene,2568,2587
25502,the_story_of_constantine_and_elene,2590,2592
25502,the_story_of_constantine_and_elene,2596,2606
25502,the_story_of_constantine_and_elene,2609,2618
25502,the_story_of_constantine_and_elene,2622,2626
25502,the_story_of_constantine_and_elene,2629,2634
25502,the_story_of_constantine_and_elene,2637,2651
25502,the_story_of_constantine_and_elene,2654,2667
25502,the_story_of_constantine_and_elene,2673,2687
25502,the_story_of_constantine_and_elene,2691,2705
25502,the_story_of_constantine_and_elene,2713,2726
25502,the_story_of_constantine_and_elene,2730,2742
25502,the_story_of_constantine_and_elene,2746,2764
25502,the_compassion_of_constantine,2773,2790
25502,the_compassion_of_constantine,2794,2823
25502,the_compassion_of_constantine,2827,2844
25502,the_compassion_of_constantine,2848,2862
25502,the_compassion_of_constantine,2866,2875
25502,the_compassion_of_constantine,2879,2888
25502,the_compassion_of_constantine,2892,2903
25502,the_compassion_of_constantine,2907,2932
25502,the_compassion_of_constantine,2936,2952
25502,the_compassion_of_constantine,2956,2971
25502,the_compassion_of_constantine,2975,2983
25502,the_compassion_of_constantine,2988,3018
25502,the_compassion_of_constantine,3022,3044
25502,the_compassion_of_constantine,3048,3057
25502,havelok_the_dane,3118,3268
25502,havelok_the_dane,3271,3292
25502,havelok_the_dane,3296,3326
25502,havelok_the_dane,3330,3385
25502,havelok_the_dane,3391,3464
25502,havelok_the_dane,3468,3511
25502,havelok_the_dane,3515,3608
25502,havelok_the_dane,3610,3650
25502,havelok_the_dane,3654,3673
25502,havelok_the_dane,3677,3741
25502,howard_the_halt,3811,3845
25502,howard_the_halt,3849,3872
25502,howard_the_halt,3875,3893
25502,howard_the_halt,3897,3938
25502,howard_the_halt,3942,3983
25502,howard_the_halt,3987,4016
25502,howard_the_halt,4020,4079
25502,howard_the_halt,4083,4091
25502,howard_the_halt,4095,4107
25502,howard_the_halt,4111,4135
25502,howard_the_halt,4139,4167
25502,howard_the_halt,4173,4203
25502,howard_the_halt,4207,4238
25502,howard_the_halt,4242,4274
25502,howard_the_halt,4278,4312
25502,howard_the_halt,4315,4325
25502,howard_the_halt,4329,4352
25502,howard_the_halt,4356,4375
25502,howard_the_halt,4379,4394
25502,howard_the_halt,4398,4415
25502,howard_the_halt,4419,4436
25502,howard_the_halt,4440,4456
25502,howard_the_halt,4460,4478
25502,howard_the_halt,4482,4496
25502,howard_the_halt,4999,4503
25502,howard_the_halt,4507,4532
25502,howard_the_halt,4536,4563
25502,roland_the_hero_of_early_france,4696,4717
25502,roland_the_hero_of_early_france,4721,4742
25502,roland_the_hero_of_early_france,4746,4761
25502,roland_the_hero_of_early_france,4765,4774
25502,roland_the_hero_of_early_france,4777,4787
25502,roland_the_hero_of_early_france,4791,4805
25502,roland_the_hero_of_early_france,4809,4822
25502,roland_the_hero_of_early_france,4826,4834
25502,roland_the_hero_of_early_france,4838,4891
25502,roland_the_hero_of_early_france,4895,4909
25502,roland_the_hero_of_early_france,4913,4928
25502,roland_the_hero_of_early_france,4932,4951
25502,roland_the_hero_of_early_france,4955,4977
25502,roland_the_hero_of_early_france,4981,5017
25502,roland_the_hero_of_early_france,5023,5033
25502,roland_the_hero_of_early_france,5037,5049
25502,roland_the_hero_of_early_france,5053,5064
25502,roland_the_hero_of_early_france,5068,5089
25502,roland_the_hero_of_early_france,5125,5132
25502,roland_the_hero_of_early_france,5136,5145
25502,roland_the_hero_of_early_france,5149,5160
25502,roland_the_hero_of_early_france,5164,5190
25502,roland_the_hero_of_early_france,5194,5220
25502,roland_the_hero_of_early_france,5224,5232
25502,roland_the_hero_of_early_france,5236,5259
25502,roland_the_hero_of_early_france,5263,5308
25502,roland_the_hero_of_early_france,5312,5323
25502,roland_the_hero_of_early_france,5327,5348
25502,roland_the_hero_of_early_france,5352,5359
25502,roland_the_hero_of_early_france,5363,5396
25502,roland_the_hero_of_early_france,5400,5415
25502,roland_the_hero_of_early_france,5419,5447
25502,roland_the_hero_of_early_france,5451,5460
25502,roland_the_hero_of_early_france,5464,5473
25502,roland_the_hero_of_early_france,5477,5481
25502,roland_the_hero_of_early_france,5485,5533
25502,roland_the_hero_of_early_france,5537,5544
25502,roland_the_hero_of_early_france,5548,5563
25502,roland_the_hero_of_early_france,5566,5572
25502,roland_the_hero_of_early_france,5576,5581
25502,roland_the_hero_of_early_france,5585,5595
25502,roland_the_hero_of_early_france,5599,5614
25502,roland_the_hero_of_early_france,5618,5636
25502,roland_the_hero_of_early_france,5640,5662
25502,roland_the_hero_of_early_france,5666,5677
25502,roland_the_hero_of_early_france,5681,5692
25502,roland_the_hero_of_early_france,5696,5711
25502,roland_the_hero_of_early_france,5715,5739
25502,roland_the_hero_of_early_france,5743,5762
25502,roland_the_hero_of_early_france,5766,5779
25502,roland_the_hero_of_early_france,5783,5799
25502,roland_the_hero_of_early_france,5803,5818
25502,roland_the_hero_of_early_france,5822,5828
25502,roland_the_hero_of_early_france,5832,5860
25502,roland_the_hero_of_early_france,5889,5893
25502,roland_the_hero_of_early_france,5897,5903
25502,roland_the_hero_of_early_france,5908,5916
25502,roland_the_hero_of_early_france,5920,5923
25502,the_countess_cathleen,5989,6018
25502,the_countess_cathleen,6022,6037
25502,the_countess_cathleen,6040,6044
25502,the_countess_cathleen,6048,6062
25502,the_countess_cathleen,6070,6075
25502,the_countess_cathleen,6083,6097
25502,the_countess_cathleen,6106,6124
25502,the_countess_cathleen,6128,6140
25502,the_countess_cathleen,6144,6167
25502,the_countess_cathleen,6173,6194
25502,the_countess_cathleen,6198,6208
25502,the_countess_cathleen,6212,6231
25502,the_countess_cathleen,6235,6244
25502,the_countess_cathleen,6252,6265
25502,the_countess_cathleen,6269,6284
25502,the_countess_cathleen,6288,6311
25502,the_countess_cathleen,6315,6324
25502,the_countess_cathleen,6328,6343
25502,the_countess_cathleen,6347,6360
25502,the_countess_cathleen,6364,6378
25502,the_countess_cathleen,6382,6395
25502,the_countess_cathleen,6399,6419
25502,the_countess_cathleen,6423,6436
25502,the_countess_cathleen,6440,6459
25502,the_countess_cathleen,6463,6479
25502,the_countess_cathleen,6483,6504
25502,the_countess_cathleen,6508,6510
25502,the_countess_cathleen,6513,6530
25502,the_countess_cathleen,6534,6548
25502,the_countess_cathleen,6552,6562
25502,the_countess_cathleen,6566,6589
25502,the_countess_cathleen,6593,6614
25502,the_countess_cathleen,6618,6631
25502,the_countess_cathleen,6634,6659
25502,the_countess_cathleen,6663,6679
25502,the_countess_cathleen,6685,6705
25502,the_countess_cathleen,6709,6740
25502,the_countess_cathleen,6744,6752
25502,the_countess_cathleen,6756,6769
25502,the_countess_cathleen,6775,6789
25502,the_countess_cathleen,6793,6801
25502,the_countess_cathleen,6805,6820
25502,the_countess_cathleen,6824,6835
25502,cuchulain_the_champion_of_ireland,6897,6912
25502,cuchulain_the_champion_of_ireland,6916,6935
25502,cuchulain_the_champion_of_ireland,6939,6951
25502,cuchulain_the_champion_of_ireland,6955,6975
25502,cuchulain_the_champion_of_ireland,6979,6992
25502,cuchulain_the_champion_of_ireland,6996,7010
25502,cuchulain_the_champion_of_ireland,7014,7036
25502,cuchulain_the_champion_of_ireland,7040,7061
25502,cuchulain_the_champion_of_ireland,7065,7079
25502,cuchulain_the_champion_of_ireland,7083,7097
25502,cuchulain_the_champion_of_ireland,7101,7109
25502,cuchulain_the_champion_of_ireland,7115,7144
25502,cuchulain_the_champion_of_ireland,7148,7163
25502,cuchulain_the_champion_of_ireland,7167,7184
25502,cuchulain_the_champion_of_ireland,7188,7203
25502,cuchulain_the_champion_of_ireland,7206,7208
25502,cuchulain_the_champion_of_ireland,7212,7225
25502,cuchulain_the_champion_of_ireland,7229,7235
25502,cuchulain_the_champion_of_ireland,7239,7263
25502,cuchulain_the_champion_of_ireland,7267,7281
25502,cuchulain_the_champion_of_ireland,7285,7294
25502,cuchulain_the_champion_of_ireland,7298,7310
25502,cuchulain_the_champion_of_ireland,7314,7325
25502,cuchulain_the_champion_of_ireland,7329,7340
25502,cuchulain_the_champion_of_ireland,7347,7357
25502,cuchulain_the_champion_of_ireland,7361,7373
25502,cuchulain_the_champion_of_ireland,7377,7392
25502,cuchulain_the_champion_of_ireland,7396,7392
25502,cuchulain_the_champion_of_ireland,7396,7414
25502,cuchulain_the_champion_of_ireland,7418,7432
25502,cuchulain_the_champion_of_ireland,7436,7447
25502,cuchulain_the_champion_of_ireland,7450,7453
25502,cuchulain_the_champion_of_ireland,7457,7470
25502,cuchulain_the_champion_of_ireland,7474,7492
25502,cuchulain_the_champion_of_ireland,7496,7519
25502,cuchulain_the_champion_of_ireland,7523,7547
25502,the_tale_of_gamelyn,7585,7597
25502,the_tale_of_gamelyn,7599,7620
25502,the_tale_of_gamelyn,7624,7650
25502,the_tale_of_gamelyn,7654,7663
25502,the_tale_of_gamelyn,7667,7672
25502,the_tale_of_gamelyn,7675,7692
25502,the_tale_of_gamelyn,7696,7722
25502,the_tale_of_gamelyn,7726,7740
25502,the_tale_of_gamelyn,7744,7760
25502,the_tale_of_gamelyn,7764,7776
25502,the_tale_of_gamelyn,7780,7796
25502,the_tale_of_gamelyn,7800,7834
25502,the_tale_of_gamelyn,7838,7846
25502,the_tale_of_gamelyn,7850,7868
25502,the_tale_of_gamelyn,7872,7894
25502,the_tale_of_gamelyn,7898,7920
25502,the_tale_of_gamelyn,7924,7948
25502,the_tale_of_gamelyn,7952,7971
25502,the_tale_of_gamelyn,7975,7990
25502,the_tale_of_gamelyn,7997,8014
25502,the_tale_of_gamelyn,8018,8029
25502,the_tale_of_gamelyn,8033,8055
25502,the_tale_of_gamelyn,8059,8076
25502,the_tale_of_gamelyn,8080,8091
25502,the_tale_of_gamelyn,8094,8117
25502,the_tale_of_gamelyn,8121,8129
25502,the_tale_of_gamelyn,8133,8142
25502,the_tale_of_gamelyn,8146,8156
25502,the_tale_of_gamelyn,8160,8188
25502,the_tale_of_gamelyn,8192,8201
25502,the_tale_of_gamelyn,8205,8225
25502,the_tale_of_gamelyn,8229,8247
25502,the_tale_of_gamelyn,8253,8264
25502,the_tale_of_gamelyn,8268,8278
25502,the_tale_of_gamelyn,8287,8307
25502,the_tale_of_gamelyn,8311,8319
25502,the_tale_of_gamelyn,8323,8338
25502,the_tale_of_gamelyn,8342,8353
25502,the_tale_of_gamelyn,8357,8391
25502,the_tale_of_gamelyn,8395,8414
25502,the_tale_of_gamelyn,8418,8437
25502,the_tale_of_gamelyn,8441,8457
25502,the_tale_of_gamelyn,8461,8478
25502,the_tale_of_gamelyn,8482,8497
25502,the_tale_of_gamelyn,8501,8535
25502,the_tale_of_gamelyn,8538,8543
25502,the_tale_of_gamelyn,8547,8559
25502,the_tale_of_gamelyn,8563,8590
25502,the_tale_of_gamelyn,8594,8608
25502,the_tale_of_gamelyn,8612,8621
25502,the_tale_of_gamelyn,8624,8628
25502,the_tale_of_gamelyn,8632,8657
25502,the_tale_of_gamelyn,8661,8675
25502,the_tale_of_gamelyn,8679,8703
25502,the_tale_of_gamelyn,8707,8722
25502,the_tale_of_gamelyn,8726,8741
25502,the_tale_of_gamelyn,8745,8756
25502,the_tale_of_gamelyn,8762,8781
25502,the_tale_of_gamelyn,8785,8810
25502,the_tale_of_gamelyn,8814,8829
25502,the_tale_of_gamelyn,8833,8846
25502,the_tale_of_gamelyn,8850,8876
25502,the_tale_of_gamelyn,8880,8896
25502,the_tale_of_gamelyn,8900,8926
25502,the_tale_of_gamelyn,8930,8951
25502,the_tale_of_gamelyn,8955,8969
25502,the_tale_of_gamelyn,8973,8989
25502,the_tale_of_gamelyn,8995,9006
25502,the_tale_of_gamelyn,9010,9027
25502,black_colin_of_loch_lane,9036,9059
25502,black_colin_of_loch_lane,9063,9077
25502,black_colin_of_loch_lane,9081,9095
25502,black_colin_of_loch_lane,9099,9113
25502,black_colin_of_loch_lane,9117,9138
25502,black_colin_of_loch_lane,9142,9154
25502,black_colin_of_loch_lane,9158,9166
25502,black_colin_of_loch_lane,9169,9186
25502,black_colin_of_loch_lane,9190,9204
25502,black_colin_of_loch_lane,9208,9224
25502,black_colin_of_loch_lane,9228,9252
25502,black_colin_of_loch_lane,9256,9268
25502,black_colin_of_loch_lane,9272,9297
25502,black_colin_of_loch_lane,9301,9324
25502,black_colin_of_loch_lane,9328,9349
25502,black_colin_of_loch_lane,9353,9370
25502,black_colin_of_loch_lane,9374,9411
25502,black_colin_of_loch_lane,9415,9429
25502,black_colin_of_loch_lane,9433,9448
25502,black_colin_of_loch_lane,9452,9464
25502,black_colin_of_loch_lane,9468,9479
25502,black_colin_of_loch_lane,9483,9498
25502,black_colin_of_loch_lane,9502,9523
25502,black_colin_of_loch_lane,9527,9552
25502,the_marriage_of_sir_gawayne,9593,9610
25502,the_marriage_of_sir_gawayne,9614,9631
25502,the_marriage_of_sir_gawayne,9635,9671
25502,the_marriage_of_sir_gawayne,9675,9689
25502,the_marriage_of_sir_gawayne,9693,9698
25502,the_marriage_of_sir_gawayne,9701,9706
25502,the_marriage_of_sir_gawayne,9710,9727
25502,the_marriage_of_sir_gawayne,9731,9748
25502,the_marriage_of_sir_gawayne,9752,9775
25502,the_marriage_of_sir_gawayne,9779,9795
25502,the_marriage_of_sir_gawayne,9799,9820
25502,the_marriage_of_sir_gawayne,9824,9843
25502,the_marriage_of_sir_gawayne,9847,9868
25502,the_marriage_of_sir_gawayne,9872,9898
25502,the_marriage_of_sir_gawayne,9902,9920
25502,the_marriage_of_sir_gawayne,9924,9945
25502,the_marriage_of_sir_gawayne,9949,9978
25502,the_marriage_of_sir_gawayne,9982,10004
25502,the_marriage_of_sir_gawayne,10008,10019
25502,the_marriage_of_sir_gawayne,10023,10037
25502,the_marriage_of_sir_gawayne,10041,10061
25502,the_marriage_of_sir_gawayne,10065,10084
25502,the_marriage_of_sir_gawayne,10088,10107
25502,the_marriage_of_sir_gawayne,10111,10124
25502,the_marriage_of_sir_gawayne,10128,10145
25502,the_marriage_of_sir_gawayne,10151,10176
25502,king_horn,10210,10224
25502,king_horn,10228,10252
25502,king_horn,10258,10275
25502,king_horn,10279,10296
25502,king_horn,10313,10316
25502,king_horn,10320,10341
25502,king_horn,10345,10356
25502,king_horn,10360,10377
25502,king_horn,10381,10396
25502,king_horn,10400,10427
25502,king_horn,10431,10453
25502,king_horn,10457,10475
25502,king_horn,10479,10516
25502,king_horn,10520,10538
25502,king_horn,10542,10573
25502,king_horn,10577,10602
25502,king_horn,10608,10624
25502,king_horn,10628,10652
25502,king_horn,10656,10670
25502,king_horn,10674,10705
25502,king_horn,10709,10726
25502,king_horn,10730,10753
25502,king_horn,10757,10773
25502,king_horn,10777,10793
25502,king_horn,10797,10810
25502,king_horn,10814,10844
25502,king_horn,10848,10876
25502,king_horn,10880,10899
25502,king_horn,10903,10922
25502,king_horn,10926,10944
25502,king_horn,10948,10962
25502,king_horn,10966,10979
25502,king_horn,10983,10996
25502,king_horn,11000,11013
25502,king_horn,11017,11039
25502,king_horn,11045,11064
25502,robin_hood,11100,11131
25502,robin_hood,11135,11154
25502,robin_hood,11158,11171
25502,robin_hood,11177,11191
25502,robin_hood,11195,11209
25502,robin_hood,11213,11226
25502,robin_hood,11230,11241
25502,robin_hood,11247,11267
25502,robin_hood,11271,11288
25502,robin_hood,11292,11307
25502,robin_hood,11311,11325
25502,robin_hood,11329,11342
25502,robin_hood,11346,11355
25502,robin_hood,11359,11371
25502,robin_hood,11375,11391
25502,robin_hood,11395,11401
25502,robin_hood,11405,11431
25502,robin_hood,11435,11446
25502,robin_hood,11450,11463
25502,robin_hood,11469,11480
25502,robin_hood,11484,11496
25502,robin_hood,11500,11519
25502,robin_hood,11523,11535
25502,robin_hood,11539,11556
25502,robin_hood,11560,11570
25502,robin_hood,11574,11586
25502,robin_hood,11590,11607
25502,robin_hood,11613,11623
25502,robin_hood,11627,11639
25502,robin_hood,11643,11654
25502,robin_hood,11658,11667
25502,robin_hood,11671,11680
25502,robin_hood,11684,11702
25502,hereward_the_wake,11746,11768
25502,hereward_the_wake,11774,11786
25502,hereward_the_wake,11790,11800
25502,hereward_the_wake,11804,11822
25502,hereward_the_wake,11826,11838
25502,hereward_the_wake,11842,11852
25502,hereward_the_wake,11856,11877
25502,hereward_the_wake,11881,11900
25502,hereward_the_wake,11904,11916
25502,hereward_the_wake,11920,11941
25502,hereward_the_wake,11947,11977
25502,hereward_the_wake,11981,11993
25502,hereward_the_wake,11997,12010
25502,hereward_the_wake,12014,12031
25502,hereward_the_wake,12035,12059
25502,hereward_the_wake,12065,12075
25502,hereward_the_wake,12079,12101
25502,hereward_the_wake,12105,12116
25502,hereward_the_wake,12120,12137
25502,hereward_the_wake,12141,12152
25502,hereward_the_wake,12158,12170
25502,hereward_the_wake,12174,12188
25502,hereward_the_wake,12192,12211
25502,hereward_the_wake,12215,12230
25502,hereward_the_wake,12234,12257
25555,the_two_brothers,252,285
25555,the_two_brothers,288,370
25555,time_and_the_kings_of_the_elements,382,454
25555,time_and_the_kings_of_the_elements,457,505
25555,the_twelve_months,517,696
25555,the_twelve_months,699,789
25555,the_sun_or_the_three_golden_hairs_of_the_old_man_vsevede,804,908
25555,the_sun_or_the_three_golden_hairs_of_the_old_man_vsevede,911,1110
25555,the_sun_or_the_three_golden_hairs_of_the_old_man_vsevede,1113,1189
25555,the_sovereign_of_the_mineral_kingdom,1208,1321
25555,the_sovereign_of_the_mineral_kingdom,1324,1388
25555,the_lost_child,1399,1522
25555,the_lost_child,1525,1589
25555,the_lost_child,1592,1632
25555,the_maid_with_hair_of_gold,1646,1819
25555,the_maid_with_hair_of_gold,1822,2009
25555,the_maid_with_hair_of_gold,2012,2024
25555,the_journey_to_the_sun_and_the_moon,2038,2137
25555,the_journey_to_the_sun_and_the_moon,2140,2181
25555,the_dwarf_with_the_long_beard,2195,2345
25555,the_dwarf_with_the_long_beard,2348,2467
25555,the_dwarf_with_the_long_beard,2470,2536
25555,the_flying_carpet_the_invisible_cap,2552,2654
25555,the_flying_carpet_the_invisible_cap,2657,2920
25555,the_flying_carpet_the_invisible_cap,2923,3104
25555,the_flying_carpet_the_invisible_cap,3107,3313
25555,the_broad_man_the_tall_man_and_the_man_with_eyes_of_flame,3327,3442
25555,the_broad_man_the_tall_man_and_the_man_with_eyes_of_flame,3445,3645
25555,the_broad_man_the_tall_man_and_the_man_with_eyes_of_flame,3648,3661
25555,the_history_of_prince_slugobyl_or_the_invisible_knight,3675,3769
25555,the_history_of_prince_slugobyl_or_the_invisible_knight,3772,3868
25555,the_spirit_of_the_steppes,3882,3989
25555,the_spirit_of_the_steppes,3992,4232
25555,the_spirit_of_the_steppes,4235,4326
25555,the_prince_with_the_golden_hand,4340,4432
25555,the_prince_with_the_golden_hand,4435,4614
25555,the_prince_with_the_golden_hand,4617,4849
25555,imperishable,4861,5015
25555,imperishable,5018,5197
25555,imperishable,5200,5403
25555,imperishable,5406,5521
25555,imperishable,5524,5627
25555,ohnivak,5639,5741
25555,ohnivak,5744,6000
25555,ohnivak,6003,6192
25555,ohnivak,6195,6236
25555,tears_of_pearls,6250,6429
25555,tears_of_pearls,6432,6545
25555,tears_of_pearls,6548,6564
25555,the_sluggard,6578,6760
25555,the_sluggard,6763,6805
25555,kinkach_martinko,6819,6940
25555,kinkach_martinko,6943,6987
25555,the_story_of_the_plentiful_tablecloth,7003,7076
25555,the_story_of_the_plentiful_tablecloth,7079,7547
